activite_association,id,nom_beneficiaire,Nature subv.,objet,"N°
DCM",annee_vote,montant,"Conv°
Lettre engagement",siret, Nature , Modalités de paiement ,Technique & Recherche,Architecture & urbanisme,Social,Education & formation,Culture & Arts,Humanitaire,Communication & média,Environnement & écologie,Aides aux associations,Sport,Santé,Relations internationales,Idée & opinion,Loisirs,Déplacements et transports,Tourisme,Mémoire,Défense des droits et des intérêts,Economie,Emploi,Précarité & Exclusion,Vie et animation locale
Culture & Arts,6679.0,ASSEMBLEE REGIONALE DES RADIOS ASSOCIATIVES CA6679!,Fonctionnement,,V2019-123,27/03/2019,3750,En attente réception,82237801400010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,7091.0,COLLECTIF DES RADIOS LIBRES D'OCCITANIE CA7091!,Fonctionnement,,V2019-123,27/03/2019,2250,En attente réception,84165197900012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vie et animation locale/Environnement & écologie,7101.0,GOUPIL CONNEXION CA7101!,Fonctionnement,,V2019-082,27/03/2019,800,En attente réception,49797573000019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Vie et animation locale/Environnement & écologie,7101.0,GOUPIL CONNEXION CA7101!,Projet,FESTIVAL DES MARTINETS,V2019-082,27/03/2019,1500,En attente réception,49797573000019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Culture & Arts,7159.0,CEDELADANSE CA7159!,Projet,PREMIER CONCOURS INTERNATIONAL 2 DANSES MONTPELLIER OCCITANIE,V2019-123,27/03/2019,500,En attente réception,83784776300013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CONTRAT DE VILLESocial,7162.0,REBONDS CA7162!,Projet,PROJET INSERTION RUGBY,V2019-108,27/03/2019,1500,En attente réception,47846371400046.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Education & formation,7200.0,HOGAR SAN JOSE CA7200!,Projet,BÉNÉVOLAT EN BOLIVIE - SAN JOSÉ,V2019-102,27/03/2019,1500,En attente réception,84272196100014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CONTRAT DE VILLESocial,7240.0,FEMMES ACTIVES MOSSON CA7240!,Projet,SORTIES FAMILIALES,V2019-108,27/03/2019,500,En attente réception,83902240700010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,,COMITE D'ORGANISATION DU CHAMPIONNAT D'EUROPE DE VOLLEYBALL,Projet,,V2019-094,27/03/2019,125000,En attente réception,,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CONTRAT DE VILLESocial,,UNION REGIONALE DES CENTRES D'INFORMATION SUR LES DROITS DES FEMMES ET DES FAMILLES DU LANGUEDOC ROUSSILLON UR CIDFF,Projet,AGIR POUR L'INTEGRATION DES FEMMES IMMIGREES,V2019-108,27/03/2019,2500,En attente réception,38431607100040.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,25.0,LES PETITS DEBROUILLARDS OCCITANIE CA25!,Projet,LES ATELIERS PRATIQUES DU NUMÉRIQUE,V2019-199,12/06/2019,8000,En attente réception,41177507500046.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,55.0,UNION FEMININE CIVIQUE ET SOCIALE CA55!,Fonctionnement,,V2019-181,12/06/2019,1400,En attente réception,50982345600017.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Aides aux associations,317.0,COMITE DE QUARTIER TASTAVIN-LEMASSON-MAS DREVON-MARQUEROSE CA317!,Fonctionnement,,V2019-181,12/06/2019,500,En attente réception,75295865200014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,317.0,COMITE DE QUARTIER TASTAVIN-LEMASSON-MAS DREVON-MARQUEROSE CA317!,Projet,LES BODÉGUAS,V2019-181,12/06/2019,700,En attente réception,75295865200014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,368.0,AMICALE DES CORSES DE MONTPELLIER CA368!,Projet,CONCERT GROUPE CORSES,V2019-219,12/06/2019,2000,En attente réception,79024831400011.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,388.0,ASSOCIATION SPORTIVE ET CULTURELLE CROIX D'ARGENT MONTPELLIER CA388!,Fonctionnement,,V2019-181,12/06/2019,500,En attente réception,48049787400010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mémoire,400.0,AMITIES RUSSES ET AVEC LES PEUPLES DE L'EX URSS CA400!,Projet,BATAILLON IMMORTEL,V2019-196,12/06/2019,200,En attente réception,52000277500010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mémoire,512.0,AMICALE DES TRANSMETTEURS DU LANGUEDOC-ROUSSILLON CA512!,Fonctionnement,,V2019-181,12/06/2019,200,En attente réception,79117494900010.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mémoire,528.0,ASSOCIATION DES DEPORTES INTERNES ET FAMILLES DE DISPARUS - HLT CA528!,Fonctionnement,,V2019-196,12/06/2019,200,En attente réception,78860243100017.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mémoire,540.0,FEDERATION NATIONALE ANCIENS COMBATTANTS ALGERIE-MAROC-TUNISIE FNACA CA540!,Fonctionnement,,V2019-196,12/06/2019,1000,En attente réception,38960476000014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Social/Défense des droits et des intérêts,703.0,ASSOCIATION DES DONNEURS DE VOIX CA703!,Fonctionnement,,V2019-199,12/06/2019,1800,En attente réception,33241611401267.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Culture & Arts,980.0,ASSOCIATION DU FESTIVAL RADIO FRANCE OCCITANIE MONTPELLIER CA980!,Fonctionnement,,V2019-219,12/06/2019,60000,En attente réception,33174630500043.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1029.0,CENTRE 665 CA1029!,Fonctionnement,,V2019-181,12/06/2019,10000,En attente réception,77603649300018.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,1150.0,CIMADE - SERVICE OECUMENIQUE D'ENTRAIDE CA1150!,Fonctionnement,,V2019-199,12/06/2019,3000,En attente réception,53832967300015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1233.0,MALBOSC BOUGE COMITE DE QUARTIER CA1233!,Fonctionnement,,V2019-181,12/06/2019,500,En attente réception,75293496800013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1233.0,MALBOSC BOUGE COMITE DE QUARTIER CA1233!,Projet,DEHORS C'E'ST AUSSI CHEZ NOUS,V2019-181,12/06/2019,250,En attente réception,75293496800013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1233.0,MALBOSC BOUGE COMITE DE QUARTIER CA1233!,Projet,CHASSE AUX OEUFS,V2019-181,12/06/2019,200,En attente réception,75293496800013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1233.0,MALBOSC BOUGE COMITE DE QUARTIER CA1233!,Projet,ATELIER D'ÉCRITURE ET CAFÉ LITTERAIRE,V2019-181,12/06/2019,100,En attente réception,75293496800013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,1233.0,MALBOSC BOUGE COMITE DE QUARTIER CA1233!,Projet,SOUTIEN SCOLAIRE,V2019-181,12/06/2019,100,En attente réception,75293496800013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mémoire,1313.0,ASSOCIATION NATIONALE DES MEMBRES DE L'ORDRE NATIONAL DU MERITE CA1313!,Projet,PRIX DU CIVISME ET ÉDUCATION CITOYENNE,V2019-181,12/06/2019,200,En attente réception,80072302000023.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Education & formation,1469.0,LES FRANCAS DE L'HERAULT CA1469!,Fonctionnement,,V2019-181,12/06/2019,2200,En attente réception,51105832300045.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,1755.0,CENTRE APAJ (CENTRE D'ACCOMPAGNEMENT DE PARCOURS ADULTES ET JEUNES) CA1755!,Projet,ESPACE PUBLIC NUMÉRIQUE,V2019-199,12/06/2019,2800,En attente réception,77605728300033.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santé,1763.0,SOS RETINITE FRANCE CA1763!,Fonctionnement,,V2019-181,12/06/2019,1300,En attente réception,38406665000019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mémoire,1878.0,SOCIETE DES MEMBRES DE LA LEGION D'HONNEUR CA1878!,Projet,PRIX DE LA LÉGION D'HONNEUR AUX APPRENTIS DES MÉTIERS MANUELS DE L'HÉRAULT,V2019-181,12/06/2019,220,En attente réception,77566640700074.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Social/Social,1913.0,ASSOCIATION SAINT VINCENT DE PAUL-LOUISE DE MARILLAC _ CONSEIL DEPARTEMENTAL DE L'HERAULT CA1913!,Fonctionnement,,V2019-199,12/06/2019,500,En attente réception,77606054300027.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2011.0,COMITE DE QUARTIER CROIX D'ARGENT-SABINES CA2011!,Fonctionnement,,V2019-181,12/06/2019,500,En attente réception,79836507800012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2012.0,ASSOCIATION DE QUARTIER BEAUX-ARTS PIERRE ROUGE CA2012!,Fonctionnement,,V2019-181,12/06/2019,500,En attente réception,79786714000015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2012.0,ASSOCIATION DE QUARTIER BEAUX-ARTS PIERRE ROUGE CA2012!,Projet,BAL 2019,V2019-181,12/06/2019,250,En attente réception,79786714000015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2012.0,ASSOCIATION DE QUARTIER BEAUX-ARTS PIERRE ROUGE CA2012!,Projet,CARNAVAL 2019,V2019-181,12/06/2019,250,En attente réception,79786714000015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,2012.0,ASSOCIATION DE QUARTIER BEAUX-ARTS PIERRE ROUGE CA2012!,Projet,FAITES DES LUMIERES 2019,V2019-181,12/06/2019,200,En attente réception,79786714000015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mémoire,2079.0,ANCIENS MARINS ET MARINS ANCIENS COMBATTANTS DE MONTPELLIER AMMAC CA2079!,Fonctionnement,,V2019-196,12/06/2019,200,En attente réception,52414872300017.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Mémoire,2305.0,MOZAIK OUTRE MER CA2305!,Projet,JOURNEE COMMEMORATIVE DU SOUVENIR DE L'ESCLAVAGE ET DE SON ABOLITION,V2019-196,12/06/2019,200,En attente réception,75110976000023.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Social/Social,2835.0,SOLIDARITE DOM TOM HERAULT CA2835!,Fonctionnement,,V2019-181,12/06/2019,15000,En attente réception,39401218100035.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3059.0,MONTPELLIER AGGLOMERATION PLONGEE UNIVERSITE CLUB CA3059!,Fonctionnement,,V2019-181,12/06/2019,1800,En attente réception,51462269500021.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,3104.0,ETRE EN SCENE CA3104!,Projet,ATELEIRS DE DANSE ET D'ECRITURE,V2019-199,12/06/2019,4000,En attente réception,40054197500043.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,3174.0,PROJET AVENIR HARKIS FRANCAIS MUSULMANS CA3174!,Fonctionnement,,V2019-181,12/06/2019,1000,En attente réception,39909255000033.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,3283.0,COMPAGNIE LES TETES DE BOIS CA3283!,Projet,LA VISITE DE LA VIEILLE,V2019-219,12/06/2019,3500,En attente réception,47756528700034.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3659.0,MONTPELLIER MEDITERRANEE METROPOLE TAEKWONDO CA3659!,Projet,STAGE ETÉ MOSSON INITIATION AU TAEKWONDO,V2019-181,12/06/2019,1000,En attente réception,79368457200019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
CONTRAT DE VILLESocial,3746.0,ASSOCIATION UNI'SONS CA3746!,,L'ART EST PUBLIC,V2019-199,12/06/2019,4000,En attente réception,41196864700049.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,3833.0,MONTPELLIER LANGUEDOC CYCLISME CA3833!,Projet,STAGE ETÉ MOSSON ANIMATIONS BMX,V2019-181,12/06/2019,1700,En attente réception,44894104700038.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Santé,4200.0,ASSOCIATION ENVIE CA4200!,Projet,ACCOMPAGNER VERS LE DEPISTAGE VIH ET IST,V2019-181,12/06/2019,4000,En attente réception,41779681000048.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,4377.0,PULX CA4377!,Projet,DISTRICT DANSE,V2019-219,12/06/2019,4600,En attente réception,48252835300048.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Social,4583.0,ORDRE DE MALTE - FRANCE CA4583!,Fonctionnement,,V2019-181,12/06/2019,1000,En attente réception,74354232000002.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Education & formation,4770.0,RIROLI CA4770!,Fonctionnement,,V2019-181,12/06/2019,600,En attente réception,75392941300015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,4806.0,ASSOCIATION SPORTIVE ET CULTURELLE PAILLADE MERCURE CA4806!,Projet,STAGE ETÉ MOSSON TOURNOI DE FOOT OU FUTSAL,V2019-181,12/06/2019,1400,En attente réception,41256475900014.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Mémoire,4845.0,SOUVENIR FRANCAIS COMITE DE MONTPELLIER CA4845!,Fonctionnement,,V2019-196,12/06/2019,900,En attente réception,77567618200105.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Sport/Sport,4875.0,ASSOCIATION SPORTIVE DE CELLENEUVE CA4875!,Fonctionnement,,V2019-195,12/06/2019,500,En attente réception,44913956700019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,4953.0,L'ARC EN CIEL DES FAUBOURGS CA4953!,Projet,24 IEME FESTIVAL DES FANFARES,V2019-219,12/06/2019,6000,En attente réception,49267012000012.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,4991.0,GROUPE NOCES DANSE IMAGES CA4991!,Fonctionnement,,V2019-219,12/06/2019,3200,En attente réception,47885200700028.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Social/Défense des droits et des intérêts,5097.0,LES ENFANTS D'HELENE CA5097!,Fonctionnement,,V2019-199,12/06/2019,3000,En attente réception,51105832300045.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Education & formation,5097.0,LES ENFANTS D'HELENE CA5097!,Fonctionnement,,V2019-192,12/06/2019,3000,En attente réception,51105832300045.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,5238.0,LES GALERIES DE MONTPELLIER CA5238!,Projet,BOOM,V2019-181,12/06/2019,6500,En attente réception,51405773600027.0,Aide financière,70% à réception de la convention signée du Président et du RIB / 30% à réception des pièces complémentaires mentionnées dans la convention,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,5792.0,MONTPELLIER JUDO OLYMPIC CA5792!,Projet,STAGE ETÉ MOSSON INITIATION AU JUDO,V2019-181,12/06/2019,1400,En attente réception,79394120400018.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Santé,5803.0,ENTREE DE SECOURS CA5803!,Projet,LA PRÉVENTION POUR TOUS,V2019-181,12/06/2019,2000,En attente réception,79387260700015.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Education & formation,5939.0,COMITE DEPARTEMENTAL DE LA JEUNESSE AU PLEIN AIR DE L HERAULT JPA34 CA5939!,Fonctionnement,,V2019-192,12/06/2019,500,En attente réception,30082287100046.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,6069.0,MANOIR DU CRIME CA6069!,Projet,FESTIVAL AU DELÀ DU DRAGON,V2019-181,12/06/2019,500,En attente réception,79938473000021.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,6250.0,MONTPELLIER ACCORDEON CA6250!,Projet,FESTIVAL ACCORDÉON PLURIEL 6 ÈME ÉDITION,V2019-219,12/06/2019,1800,En attente réception,49789479000029.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,6299.0,PATCH A TOUT COEUR CA6299!,Fonctionnement,,V2019-181,12/06/2019,400,En attente réception,75395472600018.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Santé,6305.0,DREAM CA6305!,Fonctionnement,,V2019-223,12/06/2019,500,En attente réception,52364660200012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,6370.0,BIEN VIVRE A AIGUELONGUE CA6370!,Fonctionnement,,V2019-181,12/06/2019,500,En attente réception,81199777400013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mémoire,6486.0,COLLECTIF 10 MAI POUR LA MEMOIRE DE L'ESCLAVAGE CA6486!,Fonctionnement,,V2019-181,12/06/2019,200,En attente réception,79996649400012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Culture & Arts,6494.0,MAUDITE TARAF CA6494!,Projet,QUANTIC SUFI,V2019-219,12/06/2019,1000,En attente réception,53739366200011.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Santé,6544.0,LIGUE NATIONALE CONTRE L'OBESITE CA6544!,Fonctionnement,,V2019-223,12/06/2019,5000,En attente réception,80287035200019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Santé,6544.0,LIGUE NATIONALE CONTRE L'OBESITE CA6544!,Projet,PROGRAMME ELAN (J'AGIS POUR MA SANTÉ),V2019-223,12/06/2019,2900,En attente réception,80287035200019.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Culture & Arts,6651.0,LIBRE COURS CA6651!,Fonctionnement,,V2019-219,12/06/2019,3400,En attente réception,81415275700013.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sport/Sport,6720.0,VOYAGE AU BOUT DE LA CIME CA6720!,Projet,STAGE ETÉ MOSSON DECOUVERTE D'UNE ACTIVITE DE PLEIN AIR,V2019-181,12/06/2019,1700,En attente réception,82533779300012.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,6726.0,VIVRE PARC MARIANNE CA6726!,Fonctionnement,,V2019-181,12/06/2019,500,En attente réception,81407450600027.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Aides aux associations,6726.0,VIVRE PARC MARIANNE CA6726!,Projet,MARIANNE SHOW,V2019-181,12/06/2019,700,En attente réception,81407450600027.0,Aide financière,Paiement en une seule fois à reception de la lettre d'engagement signée du président et du RIB,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
